id,n_a,n_b,n_gold,明细数量,仲裁结果
331,57,50,60,61,"[{""label"":""古籍来源"",""text"":""《食经》""},{""label"":""食材"",""text"":""芋子""},{""label"":""食材"",""text"":""猪羊肉""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""食材"",""text"":""葱白""},{""label"":""食材"",""text"":""粳米""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""苦酒""},{""label"":""食材"",""text"":""小鸭""},{""label"":""食材"",""text"":""大鸭""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""芊""},{""label"":""食材"",""text"":""梏皮""},{""label"":""食材"",""text"":""木兰""},{""label"":""食材"",""text"":""生姜""},{""label"":""食材"",""text"":""豉汁""},{""label"":""食材"",""text"":""米""},{""label"":""食材"",""text"":""酒""},{""label"":""食材"",""text"":""鳖""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""食材"",""text"":""羊肉""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""粳米""},{""label"":""食材"",""text"":""羡""},{""label"":""食材"",""text"":""木兰""},{""label"":""食材"",""text"":""酒""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""苦酒""},{""label"":""食材"",""text"":""猪蹄""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""苦酒""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""饧""},{""label"":""食材"",""text"":""羊蹄""},{""label"":""食材"",""text"":""羊肉""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""米""},{""label"":""食材"",""text"":""生姜""},{""label"":""食材"",""text"":""桔皮""},{""label"":""食材"",""text"":""兔""},{""label"":""食材"",""text"":""水""},{""label"":""食材"",""text"":""酒""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""米""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""苦酒""},{""label"":""食材"",""text"":""肉葵""},{""label"":""食材"",""text"":""猪蹄""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""合煮""},{""label"":""烹饪方法"",""text"":""调其味""},{""label"":""烹饪方法"",""text"":""煮令烂""},{""label"":""烹饪方法"",""text"":""擘去""}]"
333,38,7,27,28,"[{""label"":""食材"",""text"":""麦曲""},{""label"":""食材"",""text"":""神曲""},{""label"":""食材"",""text"":""米""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""酿""},{""label"":""烹饪方法"",""text"":""淘""},{""label"":""烹饪方法"",""text"":""曝""},{""label"":""烹饪方法"",""text"":""收""},{""label"":""禁忌"",""text"":""勿使漏气""},{""label"":""禁忌"",""text"":""勿令见日""},{""label"":""禁忌"",""text"":""不须覆盖""},{""label"":""禁忌"",""text"":""不用被丽""},{""label"":""禁忌"",""text"":""太厚则伤热""},{""label"":""禁忌"",""text"":""恐不耐久""},{""label"":""禁忌"",""text"":""咸则不佳""},{""label"":""禁忌"",""text"":""澜湿则酒恶""},{""label"":""禁忌"",""text"":""斧刃则杀小""},{""label"":""禁忌"",""text"":""恐土污及丽润""},{""label"":""养生原则"",""text"":""受霜露""},{""label"":""养生原则"",""text"":""寒暖有早晚""},{""label"":""养生原则"",""text"":""取极甘井水""},{""label"":""养生原则"",""text"":""河水笫一好""},{""label"":""养生原则"",""text"":""秋以九月九日或十九日收水""},{""label"":""养生原则"",""text"":""此四日为上时""},{""label"":""养生原则"",""text"":""籴日非不得作""},{""label"":""养生原则"",""text"":""陈者弥好""},{""label"":""古籍来源"",""text"":""神曲滔方""},{""label"":""食疗方"",""text"":""清曲祛""}]"
334,71,29,20,20,"[{""label"":""食材"",""text"":""杏酪""},{""label"":""食材"",""text"":""饧""},{""label"":""食材"",""text"":""地黄粱""},{""label"":""食材"",""text"":""醴""},{""label"":""食材"",""text"":""杏仁""},{""label"":""食材"",""text"":""稻麦""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""研""},{""label"":""烹饪方法"",""text"":""滤""},{""label"":""烹饪方法"",""text"":""搅""},{""label"":""烹饪方法"",""text"":""曝""},{""label"":""烹饪方法"",""text"":""打""},{""label"":""烹饪方法"",""text"":""脱""},{""label"":""烹饪方法"",""text"":""燃""},{""label"":""烹饪方法"",""text"":""沸""},{""label"":""烹饪方法"",""text"":""覆""},{""label"":""烹饪方法"",""text"":""和""},{""label"":""食味"",""text"":""甘""},{""label"":""食味"",""text"":""苦""},{""label"":""古籍来源"",""text"":""傅日""}]"
335,38,17,36,36,"[{""label"":""食材"",""text"":""鱼""},{""label"":""食材"",""text"":""糁""},{""label"":""食材"",""text"":""菰""},{""label"":""食材"",""text"":""芦叶""},{""label"":""食材"",""text"":""苇""},{""label"":""食材"",""text"":""竹""},{""label"":""食材"",""text"":""荆""},{""label"":""食材"",""text"":""荷叶""},{""label"":""食材"",""text"":""茱萸""},{""label"":""食材"",""text"":""橘皮""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""饭""},{""label"":""食材"",""text"":""糈米""},{""label"":""食材"",""text"":""干鱼""},{""label"":""食材"",""text"":""白饭""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""炊""},{""label"":""烹饪方法"",""text"":""洗""},{""label"":""烹饪方法"",""text"":""斩""},{""label"":""烹饪方法"",""text"":""擘""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""裹""},{""label"":""烹饪方法"",""text"":""酿""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""漉""},{""label"":""烹饪方法"",""text"":""劐""},{""label"":""烹饪方法"",""text"":""截""},{""label"":""烹饪方法"",""text"":""去鳞""},{""label"":""烹饪方法"",""text"":""抑""},{""label"":""食疗方"",""text"":""鱼鲱祛""},{""label"":""食疗方"",""text"":""长沙蒲鲱法""},{""label"":""食疗方"",""text"":""夏月鱼蚱祛""},{""label"":""禁忌"",""text"":""患臭而不美""},{""label"":""禁忌"",""text"":""一穿破则虫入""},{""label"":""禁忌"",""text"":""烂者不中""}]"
336,30,16,14,14,"[{""label"":""食材"",""text"":""肉""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""曲""},{""label"":""食材"",""text"":""麦""},{""label"":""食材"",""text"":""猪""},{""label"":""食材"",""text"":""脂""},{""label"":""食材"",""text"":""酒""},{""label"":""食材"",""text"":""韭""},{""label"":""食材"",""text"":""酒糟""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""熘""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""炙""},{""label"":""烹饪方法"",""text"":""曝""}]"
337,23,20,15,16,"[{""label"":""食材"",""text"":""鲤鱼""},{""label"":""烹饪方法"",""text"":""作脔""},{""label"":""烹饪方法"",""text"":""片斩""},{""label"":""烹饪方法"",""text"":""浸冼""},{""label"":""烹饪方法"",""text"":""炙""},{""label"":""烹饪方法"",""text"":""炊""},{""label"":""烹饪方法"",""text"":""合和""},{""label"":""烹饪方法"",""text"":""搅""},{""label"":""烹饪方法"",""text"":""迮""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""米饭""},{""label"":""食材"",""text"":""糁""},{""label"":""食材"",""text"":""茱萸""},{""label"":""食材"",""text"":""橘皮""},{""label"":""食材"",""text"":""酒""},{""label"":""食味"",""text"":""咸""}]"
338,26,10,19,19,"[{""label"":""食材"",""text"":""小麦""},{""label"":""烹饪方法"",""text"":""炒""},{""label"":""烹饪方法"",""text"":""曝""},{""label"":""烹饪方法"",""text"":""捣""},{""label"":""烹饪方法"",""text"":""磨""},{""label"":""烹饪方法"",""text"":""簸""},{""label"":""烹饪方法"",""text"":""择""},{""label"":""烹饪方法"",""text"":""溲""},{""label"":""烹饪方法"",""text"":""覆""},{""label"":""烹饪方法"",""text"":""晒""},{""label"":""烹饪方法"",""text"":""积""},{""label"":""烹饪方法"",""text"":""剡""},{""label"":""烹饪方法"",""text"":""淘""},{""label"":""烹饪方法"",""text"":""踏""},{""label"":""烹饪方法"",""text"":""刺""},{""label"":""烹饪方法"",""text"":""卧""},{""label"":""烹饪方法"",""text"":""出""},{""label"":""烹饪方法"",""text"":""停""},{""label"":""食疗方"",""text"":""春酒曲""}]"
339,31,23,15,15,"[{""label"":""食材"",""text"":""葵崧""},{""label"":""食材"",""text"":""芜菁""},{""label"":""食材"",""text"":""蜀芥""},{""label"":""食材"",""text"":""黍米""},{""label"":""食材"",""text"":""麦贽""},{""label"":""食材"",""text"":""干蔓菁""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""炸""},{""label"":""烹饪方法"",""text"":""熬""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""洗""},{""label"":""烹饪方法"",""text"":""濯""},{""label"":""食味"",""text"":""咸""},{""label"":""食疗方"",""text"":""汤菹""},{""label"":""食疗方"",""text"":""蘸菹""}]"
340,17,14,15,15,"[{""label"":""食材"",""text"":""小麦""},{""label"":""食材"",""text"":""胡臬""},{""label"":""食材"",""text"":""大麦""},{""label"":""烹饪方法"",""text"":""淘""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""曝""},{""label"":""烹饪方法"",""text"":""扬""},{""label"":""烹饪方法"",""text"":""簸""},{""label"":""烹饪方法"",""text"":""溲""},{""label"":""烹饪方法"",""text"":""熬""},{""label"":""烹饪方法"",""text"":""覆""},{""label"":""烹饪方法"",""text"":""摊""},{""label"":""烹饪方法"",""text"":""散收""},{""label"":""古籍来源"",""text"":""《盂子》""}]"
341,32,36,33,33,"[{""label"":""食材"",""text"":""鸡鸭白""},{""label"":""食材"",""text"":""鸭子黄""},{""label"":""食材"",""text"":""鸡子黄""},{""label"":""食材"",""text"":""芦狨""},{""label"":""食材"",""text"":""面""},{""label"":""食材"",""text"":""生鱼""},{""label"":""食材"",""text"":""白鱼""},{""label"":""食材"",""text"":""鲇""},{""label"":""食材"",""text"":""鳢""},{""label"":""食材"",""text"":""蒜""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""椒""},{""label"":""食材"",""text"":""桔皮""},{""label"":""食材"",""text"":""盐""},{""label"":""食材"",""text"":""豉""},{""label"":""烹饪方法"",""text"":""炙""},{""label"":""烹饪方法"",""text"":""灌""},{""label"":""烹饪方法"",""text"":""刷""},{""label"":""烹饪方法"",""text"":""春""},{""label"":""烹饪方法"",""text"":""煎""},{""label"":""烹饪方法"",""text"":""按""},{""label"":""烹饪方法"",""text"":""翻""},{""label"":""烹饪方法"",""text"":""断""},{""label"":""烹饪方法"",""text"":""束""},{""label"":""烹饪方法"",""text"":""削""},{""label"":""烹饪方法"",""text"":""挣洗""},{""label"":""烹饪方法"",""text"":""涂""},{""label"":""烹饪方法"",""text"":""藉""},{""label"":""烹饪方法"",""text"":""装""},{""label"":""烹饪方法"",""text"":""倒""},{""label"":""烹饪方法"",""text"":""置""},{""label"":""古籍来源"",""text"":""竹筒""},{""label"":""古籍来源"",""text"":""饼炙""}]"
342,20,11,13,13,"[{""label"":""食材"",""text"":""醴""},{""label"":""食材"",""text"":""酪""},{""label"":""食材"",""text"":""粥""},{""label"":""食材"",""text"":""蒿""},{""label"":""食材"",""text"":""干牛屎""},{""label"":""食材"",""text"":""肥猎肉""},{""label"":""食材"",""text"":""脂""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""燃""},{""label"":""烹饪方法"",""text"":""揩拭""},{""label"":""烹饪方法"",""text"":""洗""},{""label"":""食疗方"",""text"":""謇食""},{""label"":""养生原则"",""text"":""不必耍茌褰食""}]"
343,28,9,24,24,"[{""label"":""食材"",""text"":""豆""},{""label"":""食材"",""text"":""黍""},{""label"":""食材"",""text"":""豉""},{""label"":""食材"",""text"":""桑叶""},{""label"":""食材"",""text"":""小麦""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""曝""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""炊""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""覆""},{""label"":""烹饪方法"",""text"":""画""},{""label"":""烹饪方法"",""text"":""洒""},{""label"":""烹饪方法"",""text"":""溲""},{""label"":""烹饪方法"",""text"":""搏""},{""label"":""烹饪方法"",""text"":""内""},{""label"":""烹饪方法"",""text"":""泥""},{""label"":""烹饪方法"",""text"":""排""},{""label"":""烹饪方法"",""text"":""簸""},{""label"":""烹饪方法"",""text"":""按""},{""label"":""古籍来源"",""text"":""《食经》""},{""label"":""食疗方"",""text"":""作麦豉""},{""label"":""禁忌"",""text"":""勿令泄其暖热之气""},{""label"":""禁忌"",""text"":""勿抑""}]"
344,7,12,7,7,"[{""label"":""食材"",""text"":""王瓜""},{""label"":""食材"",""text"":""壬瓜""},{""label"":""食材"",""text"":""生玉瓜""},{""label"":""食材"",""text"":""茄子""},{""label"":""食材"",""text"":""黄瓜""},{""label"":""烹饪方法"",""text"":""酱""},{""label"":""古籍来源"",""text"":""《月令》""}]"
345,26,25,22,22,"[{""label"":""食材"",""text"":""香橼""},{""label"":""食材"",""text"":""白果""},{""label"":""食材"",""text"":""小芋""},{""label"":""食材"",""text"":""黄腊""},{""label"":""食材"",""text"":""白糖""},{""label"":""食材"",""text"":""橙子""},{""label"":""食材"",""text"":""生姜""},{""label"":""食材"",""text"":""甘草""},{""label"":""食材"",""text"":""檀香""},{""label"":""食材"",""text"":""橙皮""},{""label"":""食材"",""text"":""干山药""},{""label"":""食材"",""text"":""白梅肉""},{""label"":""烹饪方法"",""text"":""剪""},{""label"":""烹饪方法"",""text"":""浸""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""捣""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""焙""},{""label"":""烹饪方法"",""text"":""绞""},{""label"":""食疗方"",""text"":""香橼膏""},{""label"":""食疗方"",""text"":""橙饼""}]"
346,51,47,39,39,"[{""label"":""食材"",""text"":""官桂""},{""label"":""食材"",""text"":""陈皮""},{""label"":""食材"",""text"":""鲜桔皮""},{""label"":""食材"",""text"":""橙皮""},{""label"":""食材"",""text"":""良姜""},{""label"":""食材"",""text"":""干姜""},{""label"":""食材"",""text"":""生姜""},{""label"":""食材"",""text"":""姜汁""},{""label"":""食材"",""text"":""姜粉""},{""label"":""食材"",""text"":""胡椒""},{""label"":""食材"",""text"":""砂仁""},{""label"":""食材"",""text"":""川椒""},{""label"":""食材"",""text"":""花椒""},{""label"":""食材"",""text"":""地椒""},{""label"":""食材"",""text"":""辣椒""},{""label"":""食材"",""text"":""小茴""},{""label"":""食材"",""text"":""大茴""},{""label"":""食材"",""text"":""草果""},{""label"":""食材"",""text"":""荜拨""},{""label"":""食材"",""text"":""甘草""},{""label"":""食材"",""text"":""肉豆蔻""},{""label"":""食材"",""text"":""白芷""},{""label"":""食材"",""text"":""桂皮""},{""label"":""食材"",""text"":""红曲""},{""label"":""食材"",""text"":""神曲""},{""label"":""食材"",""text"":""甘松""},{""label"":""食材"",""text"":""草豆蔻""},{""label"":""食材"",""text"":""檀香""},{""label"":""食材"",""text"":""白糖""},{""label"":""食材"",""text"":""黑泌糟""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""元荽""},{""label"":""食材"",""text"":""莳萝""},{""label"":""食材"",""text"":""蒜""},{""label"":""食材"",""text"":""韭""},{""label"":""食材"",""text"":""红豆""},{""label"":""食材"",""text"":""豆豉""},{""label"":""烹饪方法"",""text"":""研""},{""label"":""烹饪方法"",""text"":""拌匀""}]"
347,19,17,11,11,"[{""label"":""食材"",""text"":""白莱""},{""label"":""食材"",""text"":""白菜""},{""label"":""食材"",""text"":""梅菜""},{""label"":""食材"",""text"":""黄芽莱""},{""label"":""食材"",""text"":""盐""},{""label"":""烹饪方法"",""text"":""腌""},{""label"":""烹饪方法"",""text"":""晒""},{""label"":""烹饪方法"",""text"":""烧""},{""label"":""烹饪方法"",""text"":""蒸""},{""label"":""烹饪方法"",""text"":""醯""},{""label"":""禁忌"",""text"":""勿见水""}]"
348,36,26,22,22,"[{""label"":""食材"",""text"":""鹅""},{""label"":""食材"",""text"":""姜""},{""label"":""食材"",""text"":""椒""},{""label"":""食材"",""text"":""茴香""},{""label"":""食材"",""text"":""猪蹄""},{""label"":""食材"",""text"":""鸡""},{""label"":""食材"",""text"":""香油""},{""label"":""食材"",""text"":""葱""},{""label"":""食材"",""text"":""黄雀""},{""label"":""食材"",""text"":""笋芽""},{""label"":""食材"",""text"":""嫩姜""},{""label"":""食材"",""text"":""糟油""},{""label"":""食材"",""text"":""酱醋""},{""label"":""烹饪方法"",""text"":""煮""},{""label"":""烹饪方法"",""text"":""切""},{""label"":""烹饪方法"",""text"":""装""},{""label"":""烹饪方法"",""text"":""扎""},{""label"":""烹饪方法"",""text"":""裹缠""},{""label"":""烹饪方法"",""text"":""挖""},{""label"":""烹饪方法"",""text"":""漂净""},{""label"":""烹饪方法"",""text"":""炖""},{""label"":""烹饪方法"",""text"":""重汤煮""}]"
