review_id,sample_id,head_text,head_type,head_start,head_end,relation,tail_text,tail_type,tail_start,tail_end,expert1_decision,expert1_evidence,expert1_notes,expert2_decision,expert2_evidence,expert2_notes,agreement_status,final_decision,final_source,final_evidence_or_reason,candidate_key_json
REL-0FE1604967882601,HR-0199,酒,食材,0,1,hasFlavor,酸,食味,212,213,absent,,尾实体属于相邻条目或另一语义单元。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0199"",0,1,""酒"",""食材"",""hasFlavor"",212,213,""酸"",""食味""]"
REL-101D8D0CFDDE95CB,HR-0167,麦,食材,20,21,hasFlavor,辛,食味,36,37,absent,,候选方向与原文语义不一致。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",20,21,""麦"",""食材"",""hasFlavor"",36,37,""辛"",""食味""]"
REL-10252342F12E3FA3,HR-0258,如果饮,食疗方,196,199,recordedInText,《饮食谱》,古籍来源,85,90,absent,,候选方向与原文语义不一致。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0258"",196,199,""如果饮"",""食疗方"",""recordedInText"",85,90,""《饮食谱》"",""古籍来源""]"
REL-1041E6B7D36CA132,HR-0144,司厨婢子所利在汤,食疗方,283,291,containsIngredient,水,食材,271,272,present,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。常有增而复增,以 至鲜",,present,"仅是伴鱼而止; 水多-口, 则鱼淡一分。司厨婢子所利在汤。常有增而复增,以 至鲜",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",283,291,""司厨婢子所利在汤"",""食疗方"",""containsIngredient"",271,272,""水"",""食材""]"
REL-104E5AADF7ADB17D,HR-0031,内宫散,食疗方,139,142,containsIngredient,醋,食材,408,409,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0031"",139,142,""内宫散"",""食疗方"",""containsIngredient"",408,409,""醋"",""食材""]"
REL-106C1A7FC25BE06A,HR-0151,酒,食材,356,357,recordedInText,《山木》,古籍来源,322,326,present,《山木》 译文 而且君子的交悄淡簿得象水一样。小人朐交情甘美得象 甜酒,,absent,,两实体仅在同段出现，未见直接关系表达。,disagreement,present,third_expert_adjudication,《山木》 译文 而且君子的交悄淡簿得象水一样。小人朐交情甘美得象 甜酒；原文中头尾实体位于同一语义单元，关系方向“recordedInText”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0151"",356,357,""酒"",""食材"",""recordedInText"",322,326,""《山木》"",""古籍来源""]"
REL-10A742FE650E7D83,HR-0208,肠,归经,170,171,correspondsToOrgan,肠,脏腑,140,141,present,"取猪脂煎用。又主肠痈。合莼作羹, 主胃弱不",,present,"取猪脂煎用。又主肠痈。合莼作羹, 主胃弱不",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0208"",170,171,""肠"",""归经"",""correspondsToOrgan"",140,141,""肠"",""脏腑""]"
REL-10E74093EE754BE6,HR-0442,加于食粥,食疗方,259,263,containsIngredient,水,食材,132,133,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0442"",259,263,""加于食粥"",""食疗方"",""containsIngredient"",132,133,""水"",""食材""]"
REL-1104E10DD76628E7,HR-0101,加鸡汤,食疗方,47,50,usesCookingMethod,拌,烹饪方法,131,132,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",47,50,""加鸡汤"",""食疗方"",""usesCookingMethod"",131,132,""拌"",""烹饪方法""]"
REL-1123A4648DC23DFD,HR-0320,酒,食材,389,390,recordedInText,"《尔
雅》",古籍来源,226,231,entity_or_type_error,,尾实体边界疑似跨越两个文献或条目单位。,entity_or_type_error,,尾实体边界疑似跨越两个文献或条目单位。,agreement,entity_or_type_error,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0320"",389,390,""酒"",""食材"",""recordedInText"",226,231,""《尔雅》"",""古籍来源""]"
REL-115AC5D8BBD791DF,HR-0375,水,食材,295,296,recordedInText,《送曹子方赴闽潸诗》,古籍来源,10,20,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,absent,,当前段落未提供足够的谓词或配方结构支持。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 insufficient_context / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0375"",295,296,""水"",""食材"",""recordedInText"",10,20,""《送曹子方赴闽潸诗》"",""古籍来源""]"
REL-11A64A17E7880396,HR-0300,茶,食材,45,46,treats,脚气,病症,110,112,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0300"",45,46,""茶"",""食材"",""treats"",110,112,""脚气"",""病症""]"
REL-11D02FF0A53E9E1D,HR-0101,加鸡汤,食疗方,47,50,recordedInText,《清异录》,古籍来源,176,181,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0101"",47,50,""加鸡汤"",""食疗方"",""recordedInText"",176,181,""《清异录》"",""古籍来源""]"
REL-11E32C0B094F0409,HR-0298,我国甫方,食疗方,465,469,usesCookingMethod,拌,烹饪方法,364,365,present,拌。千湿得所。捣六 七舀杵。圆如鸡子大@ 。中心捺一窍。以自药为衣。稗草去 !。觑天气寒暖。盖闭一二,,present,拌。千湿得所。捣六 七舀杵。圆如鸡子大@ 。中心捺一窍。以自药为衣。稗草去 !。觑天气寒暖。盖闭一二,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0298"",465,469,""我国甫方"",""食疗方"",""usesCookingMethod"",364,365,""拌"",""烹饪方法""]"
REL-11E6CD42E30EC2DA,HR-0315,选用食料的方,食疗方,44,50,containsIngredient,韭菜,食材,167,169,present,"选用食料的方法,小炒肉用后腿紧靠坐臀的肉,制作肉圆需用前 夹心肉,煨肉则用肋骨条下的五花肉。炒鱼片用",关系方向与当前条目结构一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,disagreement,present,third_expert_adjudication,"选用食料的方法,小炒肉用后腿紧靠坐臀的肉,制作肉圆需用前 夹心肉,煨肉则用肋骨条下的五花肉。炒鱼片用；原文中头尾实体位于同一语义单元，关系方向“containsIngredient”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。","[""HR-0315"",44,50,""选用食料的方"",""食疗方"",""containsIngredient"",167,169,""韭菜"",""食材""]"
REL-1256BC08DADB4238,HR-0167,满及汤,食疗方,344,347,containsIngredient,大麦,食材,210,212,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0167"",344,347,""满及汤"",""食疗方"",""containsIngredient"",210,212,""大麦"",""食材""]"
REL-127895FD72B285BC,HR-0271,酒,食材,87,88,hasEffect,补中益气,功效,262,266,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,尾实体属于相邻条目或另一语义单元。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0271"",87,88,""酒"",""食材"",""hasEffect"",262,266,""补中益气"",""功效""]"
REL-12A3925EEACBF0D1,HR-0271,水,食材,59,60,hasNature,寒,食性,8,9,insufficient_context,,局部段落截断，无法确认关系作用范围。,absent,,两实体仅在同段出现，未见直接关系表达。,disagreement,insufficient_context,third_expert_adjudication,局部证据窗存在明显OCR噪声、截断或条目边界不清，无法可靠确定关系作用范围；暂判 insufficient_context。 两位专家原判断分别为 insufficient_context / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0271"",59,60,""水"",""食材"",""hasNature"",8,9,""寒"",""食性""]"
REL-12E7A2A66208E5F3,HR-0126,水,食材,93,94,recordedInText,《霞泽志》,古籍来源,269,274,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0126"",93,94,""水"",""食材"",""recordedInText"",269,274,""《霞泽志》"",""古籍来源""]"
REL-12FC81756337F593,HR-0144,酒,食材,239,240,hasFlavor,咸,食味,406,407,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0144"",239,240,""酒"",""食材"",""hasFlavor"",406,407,""咸"",""食味""]"
REL-1345F7728C5277F4,HR-0400,油,食材,114,115,hasFlavor,甘,食味,69,70,absent,,候选方向与原文语义不一致。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",114,115,""油"",""食材"",""hasFlavor"",69,70,""甘"",""食味""]"
REL-13738080F55ABDF9,HR-0400,面筋二法,食疗方,233,237,recordedInText,"《负苞。松木菌
也。""《菡谱》",古籍来源,25,40,entity_or_type_error,,给定实体边界包含多余文本，无法按当前关系有效判断。,entity_or_type_error,,给定实体边界包含多余文本，无法按当前关系有效判断。,agreement,entity_or_type_error,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0400"",233,237,""面筋二法"",""食疗方"",""recordedInText"",25,40,""《负苞。松木菌也。\""《菡谱》"",""古籍来源""]"
REL-13790237A7294D7A,HR-0378,煮作羹,食疗方,25,28,containsIngredient,萝卜,食材,203,205,present,"煮作羹食之。能消宿食, 下气。治 嗽。 [校] (一)芜菁:《幕祜本草》引作《蔓菁""。 (二)《幕祜",依据局部原文直接判断。,present,"煮作羹食之。能消宿食, 下气。治 嗽。 [校] (一)芜菁:《幕祜本草》引作《蔓菁""。 (二)《幕祜",关系方向与当前条目结构一致。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0378"",25,28,""煮作羹"",""食疗方"",""containsIngredient"",203,205,""萝卜"",""食材""]"
REL-13BAB675341840C1,HR-0315,选用食料的方,食疗方,44,50,containsIngredient,水,食材,16,17,insufficient_context,,需查看前后条目才能排除跨段误连。,insufficient_context,,OCR噪声影响关键谓词或条目边界判断。,agreement,insufficient_context,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0315"",44,50,""选用食料的方"",""食疗方"",""containsIngredient"",16,17,""水"",""食材""]"
REL-14017A6E2C338B71,HR-0386,频渴频饮,食疗方,186,190,recordedInText,《文津阁本》,古籍来源,624,630,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",186,190,""频渴频饮"",""食疗方"",""recordedInText"",624,630,""《文津阁本》"",""古籍来源""]"
REL-1426C4004535F32E,HR-0430,酒,食疗方,61,62,usesCookingMethod,炒,烹饪方法,606,607,present,。柰香新祛 鸡。酒蒸鸡。炒鸡蕈。五味焙鸡。鹅粉签。,实体边界虽有排版噪声，但关系证据明确。,present,。柰香新祛 鸡。酒蒸鸡。炒鸡蕈。五味焙鸡。鹅粉签。,,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0430"",61,62,""酒"",""食疗方"",""usesCookingMethod"",606,607,""炒"",""烹饪方法""]"
REL-1515B88E309F307B,HR-0333,水,食材,47,48,recordedInText,《花谱》,古籍来源,12,16,present,《花谱》@名丽春花。兼行风 气。逐邪热。治反胃。痰滞。泻痢。润燥固精。水,,absent,,候选方向与原文语义不一致。,disagreement,present,third_expert_adjudication,《花谱》@名丽春花。兼行风 气。逐邪热。治反胃。痰滞。泻痢。润燥固精。水；原文中头尾实体位于同一语义单元，关系方向“recordedInText”有直接文字或条目结构支持。 两位专家原判断分别为 present / absent，最终以冻结原文和实体边界复核结果为准。,"[""HR-0333"",47,48,""水"",""食材"",""recordedInText"",12,16,""《花谱》"",""古籍来源""]"
REL-15381AE1399A6CC0,HR-0344,又捏破捏散,食疗方,438,443,usesCookingMethod,拌,烹饪方法,80,81,present,"把饭 团弄辟,拌下曲太。务要均匀。 将酸浆水和下去,又捏破捏散,伎整个混合物象请粥--",,present,"把饭 团弄辟,拌下曲太。务要均匀。 将酸浆水和下去,又捏破捏散,伎整个混合物象请粥--",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0344"",438,443,""又捏破捏散"",""食疗方"",""usesCookingMethod"",80,81,""拌"",""烹饪方法""]"
REL-153A0C302ED9306E,HR-0331,麦,食材,64,65,hasNature,温,食性,126,127,present,"麦酱同鲤鱼及鱼鲈食,生口疮,患 肿胀。五疸。咳嗽者。勿食豆酱乃佳。患疮炜者食之。令瘢 黑0。服甘遂者",,present,"麦酱同鲤鱼及鱼鲈食,生口疮,患 肿胀。五疸。咳嗽者。勿食豆酱乃佳。患疮炜者食之。令瘢 黑0。服甘遂者",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0331"",64,65,""麦"",""食材"",""hasNature"",126,127,""温"",""食性""]"
REL-155886AFB3DE3092,HR-0315,水,食材,28,29,hasFlavor,淡,食味,350,351,absent,,两实体仅在同段出现，未见直接关系表达。,absent,,候选方向与原文语义不一致。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0315"",28,29,""水"",""食材"",""hasFlavor"",350,351,""淡"",""食味""]"
REL-1565EE68D71135A1,HR-0386,水,食材,264,265,treats,口渴,病症,119,121,present,"渴自除。消渴是以口渴喜饮为主 症的疾病。频渴频饮。饮水即消,则是上消证的特点。",,present,"渴自除。消渴是以口渴喜饮为主 症的疾病。频渴频饮。饮水即消,则是上消证的特点。",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0386"",264,265,""水"",""食材"",""treats"",119,121,""口渴"",""病症""]"
REL-15839B99A8EBDAD2,HR-0320,萝卜,食材,269,271,hasFlavor,辛,食味,13,14,present,"辛。甘@。无毒。利肺气。 止咳逆上气@。消 心下@坚积。除卒暴击血。破症癜。通月水@, 比痛。 桃仁",,present,"辛。甘@。无毒。利肺气。 止咳逆上气@。消 心下@坚积。除卒暴击血。破症癜。通月水@, 比痛。 桃仁",,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0320"",269,271,""萝卜"",""食材"",""hasFlavor"",13,14,""辛"",""食味""]"
REL-15ECD9DA00DF9432,HR-0060,盐,食材,25,26,hasFlavor,咸,食味,299,300,absent,,当前段落未提供足够的谓词或配方结构支持。,absent,,当前段落未提供足够的谓词或配方结构支持。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0060"",25,26,""盐"",""食材"",""hasFlavor"",299,300,""咸"",""食味""]"
REL-162D80D26DF05504,HR-0338,疮,病症,72,73,treatedByRecipe,以蜜和汤饮,食疗方,123,128,present,"疮,以自蜜调甘草末,傅之。 《产宝方》: 治产后作渴,以蜜和汤饮",,present,"疮,以自蜜调甘草末,傅之。 《产宝方》: 治产后作渴,以蜜和汤饮",实体边界虽有排版噪声，但关系证据明确。,agreement,present,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0338"",72,73,""疮"",""病症"",""treatedByRecipe"",123,128,""以蜜和汤饮"",""食疗方""]"
REL-164122CE948A13AB,HR-0300,茶,食材,45,46,hasFlavor,甘,食味,375,376,absent,,候选方向与原文语义不一致。,absent,,两实体仅在同段出现，未见直接关系表达。,agreement,absent,two_expert_agreement,Expert 1 and Expert 2 agreed; auto-accepted.,"[""HR-0300"",45,46,""茶"",""食材"",""hasFlavor"",375,376,""甘"",""食味""]"
